1,5,1,1534,2007-12-25,2008-01-08
1,10,1,3055,2007-12-30,2008-01-13
2,4,1,1235,2007-12-28,2008-01-11
2,9,1,2756,2007-12-22,2008-01-05
3,3,1,936,2007-12-29,2008-01-12
3,8,1,2457,2007-12-28,2008-01-11
4,2,1,637,2007-12-28,2008-01-11
4,7,1,2158,2008-01-01,2008-01-15
5,1,1,338,2007-12-25,2008-01-08
5,6,1,1859,2008-01-03,2008-01-17
6,5,1,1560,2008-01-03,2008-01-17
6,10,1,3094,2008-01-01,2008-01-15
7,4,1,1261,2008-01-01,2008-01-15
7,9,1,2795,2008-01-04,2008-01-18
8,3,1,962,2007-12-28,2008-01-11
8,8,1,2496,2007-12-20,2008-01-03
9,2,1,663,2007-12-22,2008-01-05
9,7,1,2197,2008-01-04,2008-01-18
10,1,1,364,2007-12-30,2008-01-13
10,6,1,1898,2008-01-01,2008-01-15
11,5,2,1599,2007-12-27,2008-01-10
11,10,2,3120,2008-01-03,2008-01-17
12,4,2,1300,2007-12-20,2008-01-03
12,9,2,2821,2008-01-01,2008-01-15
13,3,2,1001,2007-12-27,2008-01-10
13,8,2,2522,2007-12-28,2008-01-11
14,2,2,702,2008-01-01,2008-01-15
14,7,2,2223,2007-12-22,2008-01-05
15,1,2,403,2008-01-04,2008-01-18
15,6,2,1924,2007-12-30,2008-01-13
16,5,2,1625,2007-12-20,2008-01-03
16,10,2,3159,2007-12-20,2008-01-03
17,4,2,1326,2007-12-24,2008-01-07
17,9,2,2860,2007-12-29,2008-01-12
18,3,2,1027,2007-12-26,2008-01-09
18,8,2,2561,2007-12-20,2008-01-03
19,2,2,728,2007-12-26,2008-01-09
19,7,2,2262,2007-12-25,2008-01-08
20,1,2,429,2007-12-24,2008-01-07
20,6,2,1963,2007-12-28,2008-01-11
21,5,3,1664,2007-12-29,2008-01-12
21,10,3,3185,2007-12-22,2008-01-05
22,4,3,1365,2007-12-28,2008-01-11
22,9,3,2886,2007-12-26,2008-01-09
23,3,3,1066,2007-12-25,2008-01-08
23,8,3,2587,2007-12-28,2008-01-11
24,2,3,767,2007-12-20,2008-01-03
24,7,3,2288,2007-12-28,2008-01-11
25,1,3,468,2007-12-29,2008-01-12
25,6,3,1989,2007-12-26,2008-01-09
26,5,3,1690,2007-12-22,2008-01-05
26,10,3,3224,2007-12-24,2008-01-07
27,4,3,1391,2008-01-01,2008-01-15
27,9,3,2925,2007-12-23,2008-01-06
28,3,3,1092,2007-12-24,2008-01-07
28,8,3,2626,2007-12-20,2008-01-03
29,2,3,793,2007-12-30,2008-01-13
29,7,3,2327,2007-12-31,2008-01-14
30,1,3,494,2008-01-03,2008-01-17
30,6,3,2028,2007-12-24,2008-01-07
31,5,4,1729,2007-12-31,2008-01-14
31,10,4,3250,2007-12-26,2008-01-09
32,4,4,1430,2007-12-20,2008-01-03
32,9,4,2951,2007-12-20,2008-01-03
33,3,4,1131,2007-12-23,2008-01-06
33,8,4,2652,2007-12-28,2008-01-11
34,2,4,832,2007-12-24,2008-01-07
34,7,4,2353,2008-01-03,2008-01-17
35,1,4,533,2007-12-23,2008-01-06
35,6,4,2054,2007-12-22,2008-01-05
36,5,4,1755,2007-12-24,2008-01-07
36,10,4,3289,2007-12-28,2008-01-11
37,4,4,1456,2007-12-24,2008-01-07
37,9,4,2990,2008-01-02,2008-01-16
38,3,4,1157,2007-12-22,2008-01-05
38,8,4,2691,2007-12-20,2008-01-03
39,2,4,858,2008-01-03,2008-01-17
39,7,4,2392,2007-12-21,2008-01-04
40,1,4,559,2007-12-28,2008-01-11
40,6,4,2093,2007-12-20,2008-01-03
41,5,5,1794,2008-01-02,2008-01-16
41,10,5,3315,2007-12-30,2008-01-13
42,4,5,1495,2007-12-28,2008-01-11
42,9,5,3016,2007-12-30,2008-01-13
43,3,5,1196,2007-12-21,2008-01-04
43,8,5,2717,2007-12-28,2008-01-11
44,2,5,897,2007-12-28,2008-01-11
44,7,5,2418,2007-12-24,2008-01-07
45,1,5,598,2008-01-02,2008-01-16
45,6,5,2119,2008-01-03,2008-01-17
46,5,5,1820,2007-12-26,2008-01-09
46,10,5,3354,2008-01-01,2008-01-15
47,4,5,1521,2008-01-01,2008-01-15
47,9,5,3055,2007-12-27,2008-01-10
48,3,5,1222,2007-12-20,2008-01-03
48,8,5,2756,2007-12-20,2008-01-03
49,2,5,923,2007-12-22,2008-01-05
49,7,5,2457,2007-12-27,2008-01-10
50,1,5,624,2007-12-22,2008-01-05
50,6,5,2158,2008-01-01,2008-01-15
51,5,6,1859,2008-01-04,2008-01-18
51,10,6,3380,2008-01-03,2008-01-17
52,4,6,1560,2007-12-20,2008-01-03
52,9,6,3081,2007-12-24,2008-01-07
53,3,6,1261,2008-01-04,2008-01-18
53,8,6,2782,2007-12-28,2008-01-11
54,2,6,962,2008-01-01,2008-01-15
54,7,6,2483,2007-12-30,2008-01-13
55,1,6,663,2007-12-27,2008-01-10
55,6,6,2184,2007-12-30,2008-01-13
56,5,6,1885,2007-12-28,2008-01-11
56,10,6,3419,2007-12-20,2008-01-03
57,4,6,1586,2007-12-24,2008-01-07
57,9,6,3120,2007-12-21,2008-01-04
58,3,6,1287,2008-01-03,2008-01-17
58,8,6,2821,2007-12-20,2008-01-03
59,2,6,988,2007-12-26,2008-01-09
59,7,6,2522,2008-01-02,2008-01-16
60,1,6,689,2008-01-01,2008-01-15
60,6,6,2223,2007-12-28,2008-01-11
61,5,7,1924,2007-12-21,2008-01-04
61,10,7,3445,2007-12-22,2008-01-05
62,4,7,1625,2007-12-28,2008-01-11
62,9,7,3146,2008-01-03,2008-01-17
63,3,7,1326,2008-01-02,2008-01-16
63,8,7,2847,2007-12-28,2008-01-11
64,2,7,1027,2007-12-20,2008-01-03
64,7,7,2548,2007-12-20,2008-01-03
65,1,7,728,2007-12-21,2008-01-04
65,6,7,2249,2007-12-26,2008-01-09
66,5,7,1950,2007-12-30,2008-01-13
66,10,7,3484,2007-12-24,2008-01-07
67,4,7,1651,2008-01-01,2008-01-15
67,9,7,3185,2007-12-31,2008-01-14
68,3,7,1352,2008-01-01,2008-01-15
68,8,7,2886,2007-12-20,2008-01-03
69,2,7,1053,2007-12-30,2008-01-13
69,7,7,2587,2007-12-23,2008-01-06
70,1,7,754,2007-12-26,2008-01-09
70,6,7,2288,2007-12-24,2008-01-07
71,5,8,1989,2007-12-23,2008-01-06
71,10,8,3510,2007-12-26,2008-01-09
72,4,8,1690,2007-12-20,2008-01-03
72,9,8,3211,2007-12-28,2008-01-11
73,3,8,1391,2007-12-31,2008-01-14
73,8,8,2912,2007-12-28,2008-01-11
74,2,8,1092,2007-12-24,2008-01-07
74,7,8,2613,2007-12-26,2008-01-09
75,1,8,793,2007-12-31,2008-01-14
75,6,8,2314,2007-12-22,2008-01-05
76,5,8,2015,2008-01-01,2008-01-15
76,10,8,3549,2007-12-28,2008-01-11
77,4,8,1716,2007-12-24,2008-01-07
77,9,8,3250,2007-12-25,2008-01-08
78,3,8,1417,2007-12-30,2008-01-13
78,8,8,2951,2007-12-20,2008-01-03
79,2,8,1118,2008-01-03,2008-01-17
79,7,8,2652,2007-12-29,2008-01-12
80,1,8,819,2007-12-20,2008-01-03
80,6,8,2353,2007-12-20,2008-01-03
81,5,9,2054,2007-12-25,2008-01-08
81,10,9,3575,2007-12-30,2008-01-13
82,4,9,1755,2007-12-28,2008-01-11
82,9,9,3276,2007-12-22,2008-01-05
83,3,9,1456,2007-12-29,2008-01-12
83,8,9,2977,2007-12-28,2008-01-11
84,2,9,1157,2007-12-28,2008-01-11
84,7,9,2678,2008-01-01,2008-01-15
85,1,9,858,2007-12-25,2008-01-08
85,6,9,2379,2008-01-03,2008-01-17
86,5,9,2080,2008-01-03,2008-01-17
86,10,9,3614,2008-01-01,2008-01-15
87,4,9,1781,2008-01-01,2008-01-15
87,9,9,3315,2008-01-04,2008-01-18
88,3,9,1482,2007-12-28,2008-01-11
88,8,9,3016,2007-12-20,2008-01-03
89,2,9,1183,2007-12-22,2008-01-05
89,7,9,2717,2008-01-04,2008-01-18
90,1,9,884,2007-12-30,2008-01-13
90,6,9,2418,2008-01-01,2008-01-15
91,5,10,2119,2007-12-27,2008-01-10
91,10,10,3640,2008-01-03,2008-01-17
92,4,10,1820,2007-12-20,2008-01-03
92,9,10,3341,2008-01-01,2008-01-15
93,3,10,1521,2007-12-27,2008-01-10
93,8,10,3042,2007-12-28,2008-01-11
94,2,10,1222,2008-01-01,2008-01-15
94,7,10,2743,2007-12-22,2008-01-05
95,1,10,923,2008-01-04,2008-01-18
95,6,10,2444,2007-12-30,2008-01-13
96,5,10,2145,2007-12-20,2008-01-03
96,10,10,3679,2007-12-20,2008-01-03
97,4,10,1846,2007-12-24,2008-01-07
97,9,10,3380,2007-12-29,2008-01-12
98,3,10,1547,2007-12-26,2008-01-09
98,8,10,3081,2007-12-20,2008-01-03
99,2,10,1248,2007-12-26,2008-01-09
99,7,10,2782,2007-12-25,2008-01-08
100,1,10,949,2007-12-24,2008-01-07
100,6,10,2483,2007-12-28,2008-01-11
101,5,11,2184,2007-12-29,2008-01-12
101,10,11,3705,2007-12-22,2008-01-05
102,4,11,1885,2007-12-28,2008-01-11
102,9,11,3406,2007-12-26,2008-01-09
103,3,11,1586,2007-12-25,2008-01-08
103,8,11,3107,2007-12-28,2008-01-11
104,2,11,1287,2007-12-20,2008-01-03
104,7,11,2808,2007-12-28,2008-01-11
105,1,11,988,2007-12-29,2008-01-12
105,6,11,2509,2007-12-26,2008-01-09
106,5,11,2210,2007-12-22,2008-01-05
106,10,11,3744,2007-12-24,2008-01-07
107,4,11,1911,2008-01-01,2008-01-15
107,9,11,3445,2007-12-23,2008-01-06
108,3,11,1612,2007-12-24,2008-01-07
108,8,11,3146,2007-12-20,2008-01-03
109,2,11,1313,2007-12-30,2008-01-13
109,7,11,2847,2007-12-31,2008-01-14
110,1,11,1014,2008-01-03,2008-01-17
110,6,11,2548,2007-12-24,2008-01-07
111,5,12,2249,2007-12-31,2008-01-14
111,10,12,3770,2007-12-26,2008-01-09
112,4,12,1950,2007-12-20,2008-01-03
112,9,12,3471,2007-12-20,2008-01-03
113,3,12,1651,2007-12-23,2008-01-06
113,8,12,3172,2007-12-28,2008-01-11
114,2,12,1352,2007-12-24,2008-01-07
114,7,12,2873,2008-01-03,2008-01-17
115,1,12,1053,2007-12-23,2008-01-06
115,6,12,2574,2007-12-22,2008-01-05
116,5,12,2275,2007-12-24,2008-01-07
116,10,12,3809,2007-12-28,2008-01-11
117,4,12,1976,2007-12-24,2008-01-07
117,9,12,3510,2008-01-02,2008-01-16
118,3,12,1677,2007-12-22,2008-01-05
118,8,12,3211,2007-12-20,2008-01-03
119,2,12,1378,2008-01-03,2008-01-17
119,7,12,2912,2007-12-21,2008-01-04
120,1,12,1079,2007-12-28,2008-01-11
120,6,12,2613,2007-12-20,2008-01-03
121,5,13,2314,2008-01-02,2008-01-16
121,10,13,3835,2007-12-30,2008-01-13
122,4,13,2015,2007-12-28,2008-01-11
122,9,13,3536,2007-12-30,2008-01-13
123,3,13,1716,2007-12-21,2008-01-04
123,8,13,3237,2007-12-28,2008-01-11
124,2,13,1417,2007-12-28,2008-01-11
124,7,13,2938,2007-12-24,2008-01-07
125,1,13,1118,2008-01-02,2008-01-16
125,6,13,2639,2008-01-03,2008-01-17
126,5,13,2340,2007-12-26,2008-01-09
126,10,13,3874,2008-01-01,2008-01-15
127,4,13,2041,2008-01-01,2008-01-15
127,9,13,3575,2007-12-27,2008-01-10
128,3,13,1742,2007-12-20,2008-01-03
128,8,13,3276,2007-12-20,2008-01-03
129,2,13,1443,2007-12-22,2008-01-05
129,7,13,2977,2007-12-27,2008-01-10
130,1,13,1144,2007-12-22,2008-01-05
130,6,13,2678,2008-01-01,2008-01-15
131,5,14,2379,2008-01-04,2008-01-18
131,10,14,3900,2008-01-03,2008-01-17
132,4,14,2080,2007-12-20,2008-01-03
132,9,14,3601,2007-12-24,2008-01-07
133,3,14,1781,2008-01-04,2008-01-18
133,8,14,3302,2007-12-28,2008-01-11
134,2,14,1482,2008-01-01,2008-01-15
134,7,14,3003,2007-12-30,2008-01-13
135,1,14,1183,2007-12-27,2008-01-10
135,6,14,2704,2007-12-30,2008-01-13
136,5,14,2405,2007-12-28,2008-01-11
136,10,14,3939,2007-12-20,2008-01-03
137,4,14,2106,2007-12-24,2008-01-07
137,9,14,3640,2007-12-21,2008-01-04
138,3,14,1807,2008-01-03,2008-01-17
138,8,14,3341,2007-12-20,2008-01-03
139,2,14,1508,2007-12-26,2008-01-09
139,7,14,3042,2008-01-02,2008-01-16
140,1,14,1209,2008-01-01,2008-01-15
140,6,14,2743,2007-12-28,2008-01-11
141,5,15,2444,2007-12-21,2008-01-04
141,10,15,3965,2007-12-22,2008-01-05
142,4,15,2145,2007-12-28,2008-01-11
142,9,15,3666,2008-01-03,2008-01-17
143,3,15,1846,2008-01-02,2008-01-16
143,8,15,3367,2007-12-28,2008-01-11
144,2,15,1547,2007-12-20,2008-01-03
144,7,15,3068,2007-12-20,2008-01-03
145,1,15,1248,2007-12-21,2008-01-04
145,6,15,2769,2007-12-26,2008-01-09
146,5,15,2470,2007-12-30,2008-01-13
146,10,15,4004,2007-12-24,2008-01-07
147,4,15,2171,2008-01-01,2008-01-15
147,9,15,3705,2007-12-31,2008-01-14
148,3,15,1872,2008-01-01,2008-01-15
148,8,15,3406,2007-12-20,2008-01-03
149,2,15,1573,2007-12-30,2008-01-13
149,7,15,3107,2007-12-23,2008-01-06
150,1,15,1274,2007-12-26,2008-01-09
150,6,15,2808,2007-12-24,2008-01-07
151,5,16,2509,2007-12-23,2008-01-06
151,10,16,4030,2007-12-26,2008-01-09
152,4,16,2210,2007-12-20,2008-01-03
152,9,16,3731,2007-12-28,2008-01-11
153,3,16,1911,2007-12-31,2008-01-14
153,8,16,3432,2007-12-28,2008-01-11
154,2,16,1612,2007-12-24,2008-01-07
154,7,16,3133,2007-12-26,2008-01-09
155,1,16,1313,2007-12-31,2008-01-14
155,6,16,2834,2007-12-22,2008-01-05
156,5,16,2535,2008-01-01,2008-01-15
156,10,16,4069,2007-12-28,2008-01-11
157,4,16,2236,2007-12-24,2008-01-07
157,9,16,3770,2007-12-25,2008-01-08
158,3,16,1937,2007-12-30,2008-01-13
158,8,16,3471,2007-12-20,2008-01-03
159,2,16,1638,2008-01-03,2008-01-17
159,7,16,3172,2007-12-29,2008-01-12
160,1,16,1339,2007-12-20,2008-01-03
160,6,16,2873,2007-12-20,2008-01-03
161,5,17,2574,2007-12-25,2008-01-08
161,10,17,4095,2007-12-30,2008-01-13
162,4,17,2275,2007-12-28,2008-01-11
162,9,17,3796,2007-12-22,2008-01-05
163,3,17,1976,2007-12-29,2008-01-12
163,8,17,3497,2007-12-28,2008-01-11
164,2,17,1677,2007-12-28,2008-01-11
164,7,17,3198,2008-01-01,2008-01-15
165,1,17,1378,2007-12-25,2008-01-08
165,6,17,2899,2008-01-03,2008-01-17
166,5,17,2600,2008-01-03,2008-01-17
166,10,17,4134,2008-01-01,2008-01-15
167,4,17,2301,2008-01-01,2008-01-15
167,9,17,3835,2008-01-04,2008-01-18
168,3,17,2002,2007-12-28,2008-01-11
168,8,17,3536,2007-12-20,2008-01-03
169,2,17,1703,2007-12-22,2008-01-05
169,7,17,3237,2008-01-04,2008-01-18
170,1,17,1404,2007-12-30,2008-01-13
170,6,17,2938,2008-01-01,2008-01-15
171,5,18,2639,2007-12-27,2008-01-10
171,10,18,4160,2008-01-03,2008-01-17
172,4,18,2340,2007-12-20,2008-01-03
172,9,18,3861,2008-01-01,2008-01-15
173,3,18,2041,2007-12-27,2008-01-10
173,8,18,3562,2007-12-28,2008-01-11
174,2,18,1742,2008-01-01,2008-01-15
174,7,18,3263,2007-12-22,2008-01-05
175,1,18,1443,2008-01-04,2008-01-18
175,6,18,2964,2007-12-30,2008-01-13
176,5,18,2665,2007-12-20,2008-01-03
176,10,18,4199,2007-12-20,2008-01-03
177,4,18,2366,2007-12-24,2008-01-07
177,9,18,3900,2007-12-29,2008-01-12
178,3,18,2067,2007-12-26,2008-01-09
178,8,18,3601,2007-12-20,2008-01-03
179,2,18,1768,2007-12-26,2008-01-09
179,7,18,3302,2007-12-25,2008-01-08
180,1,18,1469,2007-12-24,2008-01-07
180,6,18,3003,2007-12-28,2008-01-11
181,5,19,2704,2007-12-29,2008-01-12
181,10,19,4225,2007-12-22,2008-01-05
182,4,19,2405,2007-12-28,2008-01-11
182,9,19,3926,2007-12-26,2008-01-09
183,3,19,2106,2007-12-25,2008-01-08
183,8,19,3627,2007-12-28,2008-01-11
184,2,19,1807,2007-12-20,2008-01-03
184,7,19,3328,2007-12-28,2008-01-11
185,1,19,1508,2007-12-29,2008-01-12
185,6,19,3029,2007-12-26,2008-01-09
186,5,19,2730,2007-12-22,2008-01-05
186,10,19,4264,2007-12-24,2008-01-07
187,4,19,2431,2008-01-01,2008-01-15
187,9,19,3965,2007-12-23,2008-01-06
188,3,19,2132,2007-12-24,2008-01-07
188,8,19,3666,2007-12-20,2008-01-03
189,2,19,1833,2007-12-30,2008-01-13
189,7,19,3367,2007-12-31,2008-01-14
190,1,19,1534,2008-01-03,2008-01-17
190,6,19,3068,2007-12-24,2008-01-07
191,5,20,2769,2007-12-31,2008-01-14
191,10,20,4290,2007-12-26,2008-01-09
192,4,20,2470,2007-12-20,2008-01-03
192,9,20,3991,2007-12-20,2008-01-03
193,3,20,2171,2007-12-23,2008-01-06
193,8,20,3692,2007-12-28,2008-01-11
194,2,20,1872,2007-12-24,2008-01-07
194,7,20,3393,2008-01-03,2008-01-17
195,1,20,1573,2007-12-23,2008-01-06
195,6,20,3094,2007-12-22,2008-01-05
196,5,20,2795,2007-12-24,2008-01-07
196,10,20,4329,2007-12-28,2008-01-11
197,4,20,2496,2007-12-24,2008-01-07
197,9,20,4030,2008-01-02,2008-01-16
198,3,20,2197,2007-12-22,2008-01-05
198,8,20,3731,2007-12-20,2008-01-03
199,2,20,1898,2008-01-03,2008-01-17
199,7,20,3432,2007-12-21,2008-01-04
200,1,20,1599,2007-12-28,2008-01-11
200,6,20,3133,2007-12-20,2008-01-03
201,5,21,2834,2008-01-02,2008-01-16
201,10,21,4355,2007-12-30,2008-01-13
202,4,21,2535,2007-12-28,2008-01-11
202,9,21,4056,2007-12-30,2008-01-13
203,3,21,2236,2007-12-21,2008-01-04
203,8,21,3757,2007-12-28,2008-01-11
204,2,21,1937,2007-12-28,2008-01-11
204,7,21,3458,2007-12-24,2008-01-07
205,1,21,1638,2008-01-02,2008-01-16
205,6,21,3159,2008-01-03,2008-01-17
206,5,21,2860,2007-12-26,2008-01-09
206,10,21,4394,2008-01-01,2008-01-15
207,4,21,2561,2008-01-01,2008-01-15
207,9,21,4095,2007-12-27,2008-01-10
208,3,21,2262,2007-12-20,2008-01-03
208,8,21,3796,2007-12-20,2008-01-03
209,2,21,1963,2007-12-22,2008-01-05
209,7,21,3497,2007-12-27,2008-01-10
210,1,21,1664,2007-12-22,2008-01-05
210,6,21,3198,2008-01-01,2008-01-15
211,5,22,2899,2008-01-04,2008-01-18
211,10,22,4420,2008-01-03,2008-01-17
212,4,22,2600,2007-12-20,2008-01-03
212,9,22,4121,2007-12-24,2008-01-07
213,3,22,2301,2008-01-04,2008-01-18
213,8,22,3822,2007-12-28,2008-01-11
214,2,22,2002,2008-01-01,2008-01-15
214,7,22,3523,2007-12-30,2008-01-13
215,1,22,1703,2007-12-27,2008-01-10
215,6,22,3224,2007-12-30,2008-01-13
216,5,22,2925,2007-12-28,2008-01-11
216,10,22,4459,2007-12-20,2008-01-03
217,4,22,2626,2007-12-24,2008-01-07
217,9,22,4160,2007-12-21,2008-01-04
218,3,22,2327,2008-01-03,2008-01-17
218,8,22,3861,2007-12-20,2008-01-03
219,2,22,2028,2007-12-26,2008-01-09
219,7,22,3562,2008-01-02,2008-01-16
220,1,22,1729,2008-01-01,2008-01-15
220,6,22,3263,2007-12-28,2008-01-11
221,5,23,2964,2007-12-21,2008-01-04
221,10,23,4485,2007-12-22,2008-01-05
222,4,23,2665,2007-12-28,2008-01-11
222,9,23,4186,2008-01-03,2008-01-17
223,3,23,2366,2008-01-02,2008-01-16
223,8,23,3887,2007-12-28,2008-01-11
224,2,23,2067,2007-12-20,2008-01-03
224,7,23,3588,2007-12-20,2008-01-03
225,1,23,1768,2007-12-21,2008-01-04
225,6,23,3289,2007-12-26,2008-01-09
226,5,23,2990,2007-12-30,2008-01-13
226,10,23,4524,2007-12-24,2008-01-07
227,4,23,2691,2008-01-01,2008-01-15
227,9,23,4225,2007-12-31,2008-01-14
228,3,23,2392,2008-01-01,2008-01-15
228,8,23,3926,2007-12-20,2008-01-03
229,2,23,2093,2007-12-30,2008-01-13
229,7,23,3627,2007-12-23,2008-01-06
230,1,23,1794,2007-12-26,2008-01-09
230,6,23,3328,2007-12-24,2008-01-07
231,5,24,3029,2007-12-23,2008-01-06
231,10,24,4550,2007-12-26,2008-01-09
232,4,24,2730,2007-12-20,2008-01-03
232,9,24,4251,2007-12-28,2008-01-11
233,3,24,2431,2007-12-31,2008-01-14
233,8,24,3952,2007-12-28,2008-01-11
234,2,24,2132,2007-12-24,2008-01-07
234,7,24,3653,2007-12-26,2008-01-09
235,1,24,1833,2007-12-31,2008-01-14
235,6,24,3354,2007-12-22,2008-01-05
236,5,24,3055,2008-01-01,2008-01-15
236,10,24,4589,2007-12-28,2008-01-11
237,4,24,2756,2007-12-24,2008-01-07
237,9,24,4290,2007-12-25,2008-01-08
238,3,24,2457,2007-12-30,2008-01-13
238,8,24,3991,2007-12-20,2008-01-03
239,2,24,2158,2008-01-03,2008-01-17
239,7,24,3692,2007-12-29,2008-01-12
240,1,24,1859,2007-12-20,2008-01-03
240,6,24,3393,2007-12-20,2008-01-03
241,5,25,3094,2007-12-25,2008-01-08
241,10,25,4615,2007-12-30,2008-01-13
242,4,25,2795,2007-12-28,2008-01-11
242,9,25,4316,2007-12-22,2008-01-05
243,3,25,2496,2007-12-29,2008-01-12
243,8,25,4017,2007-12-28,2008-01-11
244,2,25,2197,2007-12-28,2008-01-11
244,7,25,3718,2008-01-01,2008-01-15
245,1,25,1898,2007-12-25,2008-01-08
245,6,25,3419,2008-01-03,2008-01-17
246,5,25,3120,2008-01-03,2008-01-17
246,10,25,4654,2008-01-01,2008-01-15
247,4,25,2821,2008-01-01,2008-01-15
247,9,25,4355,2008-01-04,2008-01-18
248,3,25,2522,2007-12-28,2008-01-11
248,8,25,4056,2007-12-20,2008-01-03
249,2,25,2223,2007-12-22,2008-01-05
249,7,25,3757,2008-01-04,2008-01-18
250,1,25,1924,2007-12-30,2008-01-13
250,6,25,3458,2008-01-01,2008-01-15
251,5,26,3159,2007-12-27,2008-01-10
251,10,26,4680,2008-01-03,2008-01-17
252,4,26,2860,2007-12-20,2008-01-03
252,9,26,4381,2008-01-01,2008-01-15
253,3,26,2561,2007-12-27,2008-01-10
253,8,26,4082,2007-12-28,2008-01-11
254,2,26,2262,2008-01-01,2008-01-15
